name,artist,genre
The Ludlows,James Horner,classical-opera
"La Bohème / Act 1: ""Si sente meglio?""",Giacomo Puccini,classical-opera
Appalachian Spring: VIII. Coda. Moderato,Aaron Copland,classical-opera
"Carmen, Act III, No.24 Finale: Holà! holà! José (Carmen/Escamillo/Don José/Le Dancaïro)",Angela Gheorghiu,classical-opera
"Rigoletto / Act 3: ""La donna è mobile...E là il vostr'uomo""",Giuseppe Verdi,classical-opera
Oboe Concerto in D Minor: Adagio (Anonimo Veneziano),Alessandro Marcello,classical-opera
"Variations On A Rococo Theme, Op.33, TH.57: Variazione VI: Andante",Pyotr Ilyich Tchaikovsky,classical-opera
"Aria from Norma: Act I, ""Casta diva""",Maria Callas,classical-opera
"Panis Angelicus, Op.12",César Franck,classical-opera
"La traviata: Act II: Dammi to forza, o cielo!",Giuseppe Verdi,classical-opera
Swan Lake,Pyotr Ilyich Tchaikovsky,classical-opera
"Choreografic Suite, Op. 86: IV. Cantilena",Paul Creston,classical-opera
"La Bohème / Act 4: ""Oh Dio! Mimì!""",Giacomo Puccini,classical-opera
All the Ends of the Earth,Judith Weir,classical-opera
"Violin Concerto No.2 in E, BWV 1042: 1. Allegro",Johann Sebastian Bach,classical-opera
"Verdi: Messa da Requiem: II. Sequence, No. 8 Ingemisco (Tenor)",Giuseppe Verdi,classical-opera
Manon (1987,Jules Massenet,classical-opera
La Wally / Act 1: Ebben? Ne andrò lontana,Alfredo Catalani,classical-opera
Clarinet Concerto in B-Flat Major (reconstructed R. Meylan): I. Andante sostenuto,Gaetano Donizetti,classical-opera
"Vivaldi: Giustino, RV 717, Act 1 Scene 7: No. 9, Aria, ""Vedrò con mio diletto"" (Anastasio)",Antonio Vivaldi,classical-opera
"Violin Sonata in F Minor, Op. 5: I. Allegro appassionato",Ignatz Waghalter,classical-opera
"Verdi: Aida, Act 3: ""Pur ti riveggo, mia dolce Aida"" (Radamès, Aida)",Giuseppe Verdi,classical-opera
"Mozart: Die Zauberflöte, K. 620, Act 2: ""Der Hölle Rache kocht in meinem Herzen"" (Queen of Night)",Wolfgang Amadeus Mozart,classical-opera
Colonial Song,Percy Grainger,classical-opera
Symphony No.4 In G: 2. In gemächlicher Bewegung. Ohne Hast,Gustav Mahler,classical-opera
"La Bohème, ACT3: Ohè, là, le guardie! Aprite",Giacomo Puccini,classical-opera
Aleluya,Leonard Cohen,classical-opera
Coppelia: Act I,Léo Delibes,classical-opera
"Carmen, Act II: No.14 bis Récit : La belle un mot; comment t'appelle-t-on? (Escamillo/Carmen/Zuniga)",Thomas Hampson,classical-opera
"Concerto Grosso in B-Flat Major, Op. 3, No. 2, HWV 313: IV. Minuet",George Frideric Handel,classical-opera
The Music Of The Night,Sarah Brightman,classical-opera
La Bohème (1987,Giacomo Puccini,classical-opera
I Dreamed A Dream,Anne Hathaway,classical-opera
Suite No. 1 For Solo Violin (1927): Fuge: Munter!,Ingolf Turban,classical-opera
"La Bohème, ACT4: Dorme?- Riposa- Ho veduto il dottore",Giacomo Puccini,classical-opera
"Carmen, Act IV, No.26 Marche et Choeur: Carmen, un bon conseil (Frasquita/Carmen/Mercédès)",Elisabeth Vidal,classical-opera
"Pavane, Op. 50",Gabriel Fauré,classical-opera
"Turandot / Act 2: ""In questa reggia""",Giacomo Puccini,classical-opera
"Carmen, Act III, No.20 Trio: La mort / Parelez encore, parlez mes belles (Carmen/Frasquita/Mercédès)",Angela Gheorghiu,classical-opera
"Rinaldo, HWV 7a / Act 2: ""Lascia ch'io pianga""",George Frideric Handel,classical-opera
"Carmen, Act II: Entr'acte",Orchestre National du Capitole de Toulouse/Michel Plasson,classical-opera
"La Bohème / Act 3: ""Ohè, là, le guardie!""",Giacomo Puccini,classical-opera
"La Gioconda (1987 Digital Remaster), Act 4: Suicidio!",Amilcare Ponchielli,classical-opera
