name,artist,genre
I See Dead People in Boats,Hans Zimmer,soundtracks
Optimus,Steve Jablonsky,soundtracks
Assault,Alan Silvestri,soundtracks
Snow White,James Newton Howard,soundtracks
Beauty and the Beast,Angela Lansbury,soundtracks
We Were So Close,Christophe Beck,soundtracks
Oogie Boogie's Song,Ed Ivory,soundtracks
Bookends,Simon & Garfunkel,soundtracks
Endtapes,The Joy Formidable,soundtracks
Princess Mononoke,Joe Hisaishi,soundtracks
Let's Stay Together,Al Green,soundtracks
For the First Time in Forever (Reprise),Kristen Bell,soundtracks
Swords Crossed,Klaus Badelt,soundtracks
Moving On,Michael Giacchino,soundtracks
Almost Home,Trent Reznor and Atticus Ross,soundtracks
Ender's War,Steve Jablonsky,soundtracks
Multiple Jacks,Hans Zimmer,soundtracks
Calypso,Hans Zimmer,soundtracks
Shore: Lord of the Rings: The Fellowship,Howard Shore,soundtracks
All I Want Is You,Barry Louis Polisar,soundtracks
A Real Hero,College & Electric Youth,soundtracks
"Raiders March (From ""Raiders of the Lost Ark"")",John Williams,soundtracks
What Are You Going to Do When You Are Not Saving the World?,Hans Zimmer,soundtracks
Nemo Egg (Main Title),Thomas Newman,soundtracks
The Last of Us,Gustavo Santaolalla,soundtracks
Campfire,Alan Menken,soundtracks
Sayuri's Theme and End Credits,Itzhak Perlman,soundtracks
Fallout 3: Theme,Inon Zur,soundtracks
"The Green Mile (From ""The Green Mile"")",The City of Prague Philharmonic Orchestra,soundtracks
You're The One That I Want,John Travolta,soundtracks
Imperial Attack,John Williams,soundtracks
Angelica,Hans Zimmer,soundtracks
Katniss Afoot,James Newton Howard,soundtracks
A Postcard to Henry Purcell,Jean-Yves Thibaudet,soundtracks
Wounded,John Powell,soundtracks
Dead Already,Thomas Newman,soundtracks
"Hand Covers Bruise, Reprise",Trent Reznor and Atticus Ross,soundtracks
All My Loving,Jim Sturgess,soundtracks
A Little Party Never Killed Nobody (All We Got),Fergie,soundtracks
The Last Man,Clint Mansell,soundtracks
"Suite (From ""Robin Hood: Prince of Thieves"")",The City of Prague Philharmonic Orchestra,soundtracks
Ready The Ships,John Powell,soundtracks
Sorcery,Christophe Beck,soundtracks
Taken,Hans Zimmer,soundtracks
The Wizard And I,Stephen Schwartz,soundtracks
Royale With Cheese,John Travolta,soundtracks
So Nice So Smart,Kimya Dawson,soundtracks
Together We Will Live Forever,Clint Mansell,soundtracks
Muttations,James Newton Howard,soundtracks
Welcome to Lunar Industries,Clint Mansell,soundtracks
Drink Up Me Hearties Yo Ho,Hans Zimmer,soundtracks
Love Will Take You,Angus & Julia Stone,soundtracks
Daughter's Lament,Carolina Chocolate Drops,soundtracks
Stars and Butterflies,Jean-Yves Thibaudet,soundtracks
Pumpkin And Honey Bunny/Misirlou,Dick Dale and his Del-Tones,soundtracks
The Gentle Hum of Anxiety,Trent Reznor and Atticus Ross,soundtracks
Davy Jones,Hans Zimmer,soundtracks
Something Bad,Stephen Schwartz,soundtracks
Mass Effect: Suicide Mission,Jack Wall,soundtracks
Meet Olaf,Christophe Beck,soundtracks
New Tail,John Powell,soundtracks
L'autre valse d'Amélie,Yann Tiersen,soundtracks
"Love Theme (From ""Blade Runner"")",Vangelis,soundtracks
Stark Goes Green,Alan Silvestri,soundtracks
Out of Limits,The Marketts,soundtracks
The Countdown,James Newton Howard,soundtracks
I've Just Seen A Face,Jim Sturgess,soundtracks
Ice Dance,Danny Elfman,soundtracks
Cerebro,Henry Jackman,soundtracks
Breath Of Life,Florence + The Machine,soundtracks
Maestro,Hans Zimmer,soundtracks
Zimmer: Gladiator Suite,Gerrard Badelt,soundtracks
Waiting for the Lights,Alan Menken,soundtracks
