name,artist,genre
"Every Time I Close My Eyes (with Mariah Carey, Kenny G & Sheila E.)",Babyface,r&b
Ballin,Bibi Bourelly,r&b
Body Count (feat. Normani & Kehlani),Jessie Reyez,r&b
Loved By You,Mali Music,r&b
Doo Wop (That Thing),Ms. Lauryn Hill,r&b
Rock Wit U (Awww Baby),Ashanti,r&b
All About Me,Syd,r&b
Stuck,Nikayla,r&b
Tonight (Best You Ever Had),John Legend,r&b
Primetime (feat. Miguel),Janelle Monáe,r&b
Animal,Trey Songz,r&b
Against Me,H.E.R.,r&b
WiFi (feat. Erykah Badu),DRAM,r&b
Set Me Free,Mary J. Blige,r&b
Shorty (Got Her Eyes on Me),Donell Jones,r&b
Are U Still Down?,Jon B.,r&b
Burn,Usher,r&b
Real Love,Mary J. Blige,r&b
To My Bed,Chris Brown,r&b
Supermodel,SZA,r&b
Put That Woman First,Jaheim,r&b
B.I.D,Tory Lanez,r&b
Suit & Tie,Justin Timberlake,r&b
Beautiful Little Fools,Jorja Smith,r&b
I Like The Way,Hi-Five,r&b
Return of the Mack,Mark Morrison,r&b
Really Love,D'Angelo,r&b
I Will Always Love You,Whitney Houston,r&b
Wairua,Maimoa,r&b
Body Smile,dvsn,r&b
Anniversary,Tony! Toni! Toné!,r&b
1 Thing,Amerie,r&b
Superman,Eric Roberson,r&b
Porn Star,August Alsina,r&b
GTFO,Mariah Carey,r&b
Earned It (Fifty Shades Of Grey),The Weeknd,r&b
Cigarette,RAYE,r&b
Drip,Luke James,r&b
Lovers & Friends,Lil Jon,r&b
Too Deep,dvsn,r&b
Love Me Right,Amber Mark,r&b
Crush,Yuna,r&b
Lost Without U,Robin Thicke,r&b
Lost & Found,Jorja Smith,r&b
You & I,Avant,r&b
Far Away,Marsha Ambrosius,r&b
Grass Ain't Greener,Chris Brown,r&b
Date Night (Same Time) [feat. Chris Brown],Kirko Bangz,r&b
Through Enough (feat. GoldLink),VanJess,r&b
Candlelight,Zhavia Ward,r&b
Only Love,Mary J. Blige,r&b
Get Down On It,Kool & The Gang,r&b
Let Me Know,Tamar Braxton,r&b
Adorn,Miguel,r&b
i can't wait,Lalah Hathaway,r&b
Alone Together,Daley,r&b
u down?,Bobby V.,r&b
Sexy Love,Ne-Yo,r&b
She Don't (feat. Ty Dolla $Ign),Ella Mai,r&b
Pick Me Up,Tamar Braxton,r&b
Closer,Goapele,r&b
Just Kickin' It,Xscape,r&b
4AM,Melanie Fiona,r&b
LMK,Kelela,r&b
HEARD ABOUT US,The Carters,r&b
Escape,Kehlani,r&b
Just Friends (Sunny),Musiq Soulchild,r&b
Window Seat,Erykah Badu,r&b
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",Donell Jones,r&b
Don't You Wait,Solange,r&b
Say Yes To This,Jill Scott,r&b
Last Night,Az Yet,r&b
I'm Real,Jennifer Lopez,r&b
Time,Snoh Aalegra,r&b
How Do I Breathe,Mario,r&b
Trust And Believe,Keyshia Cole,r&b
Boo'd Up,Ella Mai,r&b
Drama,ELHAE,r&b
Heartbreak on a Full Moon,Chris Brown,r&b
We Gonna Take U Back (Lude)/ Don't Leave Me,Blackstreet,r&b
Versace on the Floor,Bruno Mars,r&b
Read Your Mind,Avant,r&b
La Di Da,The Internet,r&b
Quicksand,SZA,r&b
Let Me Help You,Mario,r&b
