name,artist,genre
Ace of Spades,Motörhead,rock
California Dreamin',The Mamas & The Papas,rock
Dangerous Night,Thirty Seconds To Mars,rock
Neurotic,Hundredth,rock
Where Is My Mind?,Pixies,rock
Lucky One (feat. K.Flay),Tom Morello,rock
The Pretender,Foo Fighters,rock
Ramble On,Led Zeppelin,rock
I Wanna Be Somebody,W.A.S.P.,rock
Feed The Machine,Nickelback,rock
Cotton Fields,Creedence Clearwater Revival,rock
A Horse with No Name,America,rock
For Billy,Highly Suspect,rock
Can't Deny Me,Pearl Jam,rock
Dance With The Devil,Breaking Benjamin,rock
Fake It,Seether,rock
Cape Of Our Hero,Volbeat,rock
Why Can't This Be Love,Van Halen,rock
Man in the Box,Alice In Chains,rock
Don't Stop Believin',Journey,rock
Highway Star,Deep Purple,rock
Sultans of Swing,Dire Straits,rock
Tellin' Lies,The Menzingers,rock
You've Got Another Thing Coming,Judas Priest,rock
Quarter Past Midnight,Bastille,rock
Fell On Black Days,Soundgarden,rock
I'm Just a Kid,Simple Plan,rock
Dark Necessities,Red Hot Chili Peppers,rock
Walk,Foo Fighters,rock
Another One Bites The Dust,Queen,rock
American Dreams,Papa Roach,rock
Fell in Love with a Girl,The White Stripes,rock
Whatever It Takes,Hollywood Undead,rock
Cocaine,Eric Clapton,rock
Wash it All Away,Five Finger Death Punch,rock
Roxanne,The Police,rock
People Are Strange,The Doors,rock
Crazy Little Thing Called Love,Queen,rock
Black,Pearl Jam,rock
Dragula,Rob Zombie,rock
Judas,Fozzy,rock
Joker And The Thief,Wolfmother,rock
Make War,From First To Last,rock
The Trooper,Iron Maiden,rock
Tuesday's Gone,Lynyrd Skynyrd,rock
Broken Heart,Escape the Fate,rock
Radio Ga Ga,Queen,rock
Youth,Hundredth,rock
Simple Man,Lynyrd Skynyrd,rock
Fluorescent Adolescent,Arctic Monkeys,rock
Such A Simple Thing,Ray LaMontagne,rock
Heaven,PVRIS,rock
Home Sweet Home,Mötley Crüe,rock
Awake,Godsmack,rock
SCREWS,DREAMERS,rock
Sham Pain,Five Finger Death Punch,rock
Karma Police,Radiohead,rock
Hotel California,Eagles,rock
Jump,Van Halen,rock
Born for Greatness,Papa Roach,rock
Sinner,Deaf Havana,rock
